name,latitude,longitude,country,location,time,classification
berga.JPG,59.47852777777778,18.315733333333334,Sverige,Åkersberga,2020:11:07 17:20:51,buildings
cinisi.JPG,38.17064722222222,13.107097222222222,Italia,Cinisi,2022:06:19 19:41:52,street
dubai.JPG,25.015797222222222,55.72515,الإمارات العربية المتحدة,المدام,2017:12:08 09:39:07,sea
gdansk.JPG,54.382308333333334,18.63689722222222,Polska,Gdańsk,2021:12:31 10:32:38,buildings
IMG-0562.JPG,60.12745555555556,19.930411111111113,Suomi / Finland,Jomala,2015:05:24 06:28:00,glacier
IMG-0803.JPG,60.00928888888889,20.182666666666666,Suomi / Finland,Lemland,2015:08:11 20:49:27,street
IMG-1018.JPG,60.096786111111115,19.931394444444447,Suomi / Finland,Mariehamn,2015:10:27 14:39:28,forest
IMG-1260.JPG,59.99913333333333,20.188319444444446,Suomi / Finland,Lemland,2016:10:13 13:16:37,buildings
IMG-1330.jpg,60.05038333333333,20.082594444444446,Suomi / Finland,Lemland,2021:07:30 21:12:32,sea
IMG-1340.jpg,57.92214166666666,11.754941666666667,Sverige,,2021:08:02 15:03:55,mountain
IMG-1355.jpg,57.69739444444444,11.988358333333332,Sverige,Göteborg,2021:08:05 13:07:55,buildings
IMG-1861.jpg,32.65074166666667,-16.901958333333333,Portugal,Funchal,2022:03:02 14:15:57,buildings
IMG-1897.jpg,32.65175277777777,-16.934372222222223,Portugal,Funchal,2022:03:05 14:52:04,street
IMG-2042.JPG,59.96930277777778,20.179302777777778,Suomi / Finland,Lemland,2017:07:03 21:08:01,glacier
IMG-2048.jpg,41.21311666666667,9.403172222222222,Italia,La Maddalena,2022:04:05 15:43:12,street
IMG-2054.jpg,41.211669444444446,9.4062,Italia,La Maddalena,2022:04:05 17:26:44,buildings
IMG-2058.jpg,41.21160833333334,9.4063,Italia,La Maddalena,2022:04:05 17:27:39,glacier
IMG-2099.jpg,40.557566666666666,8.31215277777778,Italia,Alghero - L'Alguer,2022:04:07 15:07:23,buildings
IMG-2100.jpg,40.55648055555555,8.312616666666667,Italia,Alghero - L'Alguer,2022:04:07 15:10:23,sea
IMG-2105.jpg,40.98295277777778,9.576127777777778,Italia,,2022:04:09 10:49:13,buildings
IMG-2454.JPG,27.140655555555554,33.95585277777778,مصر,,2018:01:03 11:55:58,buildings
IMG-2455.JPG,27.14061111111111,33.95583333333334,مصر,,2018:01:03 11:56:00,sea
IMG-2476.jpg,43.80353888888889,15.964238888888888,Hrvatska,Grad Skradin,2022:09:14 13:06:36,forest
IMG-2481.jpg,43.80285555555555,15.965658333333332,Hrvatska,Grad Skradin,2022:09:14 13:16:40,forest
IMG-2497.jpg,43.80429722222222,15.965116666666667,Hrvatska,Grad Skradin,2022:09:14 13:35:07,mountain
IMG-3091.jpg,60.05827222222222,20.084527777777776,Suomi / Finland,Lemland,2019:03:28 18:21:24,mountain
